NOC,Sport,First_Year
FRG,Table Tennis,Never
FRG,Baseball,Never
FRG,Rhythmic Gymnastics,1984.0
FRG,Rugby Sevens,Never
FRG,Trampolining,Never
FRG,Beach Volleyball,Never
FRG,Triathlon,Never
FRG,Rugby,Never
FRG,Lacrosse,Never
FRG,Polo,Never
FRG,Cricket,Never
FRG,Ice Hockey,Never
FRG,Racquets,Never
FRG,Motorboating,Never
FRG,Croquet,Never
FRG,Figure Skating,Never
FRG,Jeu De Paume,Never
FRG,Roque,Never
FRG,Basque Pelota,Never
FRG,Alpinism,Never
FRG,Aeronautics,Never
FRG,Cycling Road,Never
FRG,Artistic Gymnastics,Never
FRG,Karate,Never
FRG,Baseball/Softball,Never
FRG,Trampoline Gymnastics,Never
FRG,Marathon Swimming,Never
FRG,Canoe Slalom,Never
FRG,Surfing,Never
FRG,Canoe Sprint,Never
FRG,Cycling BMX Racing,Never
FRG,Equestrian,Never
FRG,Artistic Swimming,Never
FRG,Cycling Track,Never
FRG,Skateboarding,Never
FRG,Cycling Mountain Bike,Never
FRG,3x3 Basketball,Never
FRG,Cycling BMX Freestyle,Never
FRG,Sport Climbing,Never
FRG,"Marathon Swimming, Swimming",Never
FRG,Breaking,Never
FRG,"Cycling Road, Cycling Track",Never
FRG,"Cycling Road, Cycling Mountain Bike",Never
FRG,"Cycling Road, Triathlon",Never
FRG,"3x3 Basketball, Basketball",Never
BAN,Basketball,Never
BAN,Judo,Never
BAN,Football,Never
BAN,Tug-Of-War,Never
BAN,Athletics,Never
BAN,Swimming,Never
BAN,Badminton,Never
BAN,Sailing,Never
BAN,Gymnastics,Never
BAN,Art Competitions,Never
BAN,Handball,Never
BAN,Weightlifting,Never
BAN,Wrestling,Never
BAN,Water Polo,Never
BAN,Hockey,Never
BAN,Rowing,Never
BAN,Fencing,Never
BAN,Equestrianism,Never
BAN,Shooting,Never
BAN,Boxing,Never
BAN,Taekwondo,Never
BAN,Cycling,Never
BAN,Diving,Never
BAN,Canoeing,Never
BAN,Tennis,Never
BAN,Modern Pentathlon,Never
BAN,Golf,Never
BAN,Softball,Never
BAN,Archery,Never
BAN,Volleyball,Never
BAN,Synchronized Swimming,Never
BAN,Table Tennis,Never
BAN,Baseball,Never
BAN,Rhythmic Gymnastics,Never
BAN,Rugby Sevens,Never
BAN,Trampolining,Never
BAN,Beach Volleyball,Never
BAN,Triathlon,Never
BAN,Rugby,Never
BAN,Lacrosse,Never
BAN,Polo,Never
BAN,Cricket,Never
BAN,Ice Hockey,Never
BAN,Racquets,Never
BAN,Motorboating,Never
BAN,Croquet,Never
BAN,Figure Skating,Never
BAN,Jeu De Paume,Never
BAN,Roque,Never
BAN,Basque Pelota,Never
BAN,Alpinism,Never
BAN,Aeronautics,Never
BAN,Cycling Road,Never
BAN,Artistic Gymnastics,Never
BAN,Karate,Never
BAN,Baseball/Softball,Never
BAN,Trampoline Gymnastics,Never
BAN,Marathon Swimming,Never
BAN,Canoe Slalom,Never
BAN,Surfing,Never
BAN,Canoe Sprint,Never
BAN,Cycling BMX Racing,Never
BAN,Equestrian,Never
BAN,Artistic Swimming,Never
BAN,Cycling Track,Never
BAN,Skateboarding,Never
BAN,Cycling Mountain Bike,Never
BAN,3x3 Basketball,Never
BAN,Cycling BMX Freestyle,Never
BAN,Sport Climbing,Never
BAN,"Marathon Swimming, Swimming",Never
BAN,Breaking,Never
BAN,"Cycling Road, Cycling Track",Never
BAN,"Cycling Road, Cycling Mountain Bike",Never
BAN,"Cycling Road, Triathlon",Never
BAN,"3x3 Basketball, Basketball",Never
PER,Basketball,Never
PER,Judo,Never
PER,Football,Never
PER,Tug-Of-War,Never
PER,Athletics,Never
PER,Swimming,Never
PER,Badminton,Never
PER,Sailing,2024.0
PER,Gymnastics,Never
PER,Art Competitions,Never
PER,Handball,Never
PER,Weightlifting,Never
PER,Wrestling,Never
PER,Water Polo,Never
PER,Hockey,Never
PER,Rowing,Never
PER,Fencing,Never
PER,Equestrianism,Never
PER,Shooting,1948.0
PER,Boxing,Never
PER,Taekwondo,Never
PER,Cycling,Never
PER,Diving,Never
PER,Canoeing,Never
PER,Tennis,Never
PER,Modern Pentathlon,Never
PER,Golf,Never
PER,Softball,Never
PER,Archery,Never
PER,Volleyball,1988.0
PER,Synchronized Swimming,Never
PER,Table Tennis,Never
PER,Baseball,Never
PER,Rhythmic Gymnastics,Never
PER,Rugby Sevens,Never
PER,Trampolining,Never
PER,Beach Volleyball,Never
PER,Triathlon,Never
PER,Rugby,Never
PER,Lacrosse,Never
PER,Polo,Never
PER,Cricket,Never
PER,Ice Hockey,Never
PER,Racquets,Never
PER,Motorboating,Never
PER,Croquet,Never
PER,Figure Skating,Never
PER,Jeu De Paume,Never
PER,Roque,Never
PER,Basque Pelota,Never
PER,Alpinism,Never
PER,Aeronautics,Never
PER,Cycling Road,Never
PER,Artistic Gymnastics,Never
PER,Karate,Never
PER,Baseball/Softball,Never
PER,Trampoline Gymnastics,Never
PER,Marathon Swimming,Never
PER,Canoe Slalom,Never
PER,Surfing,Never
PER,Canoe Sprint,Never
PER,Cycling BMX Racing,Never
PER,Equestrian,Never
PER,Artistic Swimming,Never
PER,Cycling Track,Never
PER,Skateboarding,Never
PER,Cycling Mountain Bike,Never
PER,3x3 Basketball,Never
PER,Cycling BMX Freestyle,Never
PER,Sport Climbing,Never
PER,"Marathon Swimming, Swimming",Never
PER,Breaking,Never
PER,"Cycling Road, Cycling Track",Never
PER,"Cycling Road, Cycling Mountain Bike",Never
PER,"Cycling Road, Triathlon",Never
PER,"3x3 Basketball, Basketball",Never
ESA,Basketball,Never
ESA,Judo,Never
ESA,Football,Never
ESA,Tug-Of-War,Never
ESA,Athletics,Never
ESA,Swimming,Never
ESA,Badminton,Never
ESA,Sailing,Never
ESA,Gymnastics,Never
ESA,Art Competitions,Never
ESA,Handball,Never
ESA,Weightlifting,Never
ESA,Wrestling,Never
ESA,Water Polo,Never
ESA,Hockey,Never
ESA,Rowing,Never
ESA,Fencing,Never
ESA,Equestrianism,Never
ESA,Shooting,Never
ESA,Boxing,Never
ESA,Taekwondo,Never
ESA,Cycling,Never
ESA,Diving,Never
ESA,Canoeing,Never
ESA,Tennis,Never
ESA,Modern Pentathlon,Never
ESA,Golf,Never
ESA,Softball,Never
ESA,Archery,Never
ESA,Volleyball,Never
ESA,Synchronized Swimming,Never
ESA,Table Tennis,Never
ESA,Baseball,Never
ESA,Rhythmic Gymnastics,Never
ESA,Rugby Sevens,Never
ESA,Trampolining,Never
ESA,Beach Volleyball,Never
ESA,Triathlon,Never
ESA,Rugby,Never
ESA,Lacrosse,Never
ESA,Polo,Never
ESA,Cricket,Never
ESA,Ice Hockey,Never
ESA,Racquets,Never
ESA,Motorboating,Never
ESA,Croquet,Never
ESA,Figure Skating,Never
ESA,Jeu De Paume,Never
ESA,Roque,Never
ESA,Basque Pelota,Never
ESA,Alpinism,Never
ESA,Aeronautics,Never
ESA,Cycling Road,Never
ESA,Artistic Gymnastics,Never
ESA,Karate,Never
ESA,Baseball/Softball,Never
ESA,Trampoline Gymnastics,Never
ESA,Marathon Swimming,Never
ESA,Canoe Slalom,Never
ESA,Surfing,Never
ESA,Canoe Sprint,Never
ESA,Cycling BMX Racing,Never
ESA,Equestrian,Never
ESA,Artistic Swimming,Never
ESA,Cycling Track,Never
ESA,Skateboarding,Never
ESA,Cycling Mountain Bike,Never
ESA,3x3 Basketball,Never
ESA,Cycling BMX Freestyle,Never
ESA,Sport Climbing,Never
ESA,"Marathon Swimming, Swimming",Never
ESA,Breaking,Never
ESA,"Cycling Road, Cycling Track",Never
ESA,"Cycling Road, Cycling Mountain Bike",Never
ESA,"Cycling Road, Triathlon",Never
ESA,"3x3 Basketball, Basketball",Never
PUR,Basketball,Never
PUR,Judo,Never
PUR,Football,Never
PUR,Tug-Of-War,Never
PUR,Athletics,2012.0
PUR,Swimming,Never
PUR,Badminton,Never
PUR,Sailing,Never
PUR,Gymnastics,Never
PUR,Art Competitions,Never
PUR,Handball,Never
PUR,Weightlifting,Never
PUR,Wrestling,2012.0
PUR,Water Polo,Never
PUR,Hockey,Never
PUR,Rowing,Never
PUR,Fencing,Never
PUR,Equestrianism,Never
PUR,Shooting,Never
PUR,Boxing,1948.0
PUR,Taekwondo,Never
PUR,Cycling,Never
PUR,Diving,Never
PUR,Canoeing,Never
PUR,Tennis,2016.0
PUR,Modern Pentathlon,Never
PUR,Golf,Never
PUR,Softball,Never
PUR,Archery,Never
PUR,Volleyball,Never
PUR,Synchronized Swimming,Never
PUR,Table Tennis,Never
PUR,Baseball,Never
PUR,Rhythmic Gymnastics,Never
PUR,Rugby Sevens,Never
PUR,Trampolining,Never
PUR,Beach Volleyball,Never
PUR,Triathlon,Never
PUR,Rugby,Never
PUR,Lacrosse,Never
PUR,Polo,Never
PUR,Cricket,Never
PUR,Ice Hockey,Never
PUR,Racquets,Never
PUR,Motorboating,Never
PUR,Croquet,Never
PUR,Figure Skating,Never
PUR,Jeu De Paume,Never
PUR,Roque,Never
PUR,Basque Pelota,Never
PUR,Alpinism,Never
PUR,Aeronautics,Never
PUR,Cycling Road,Never
PUR,Artistic Gymnastics,Never
PUR,Karate,Never
PUR,Baseball/Softball,Never
PUR,Trampoline Gymnastics,Never
PUR,Marathon Swimming,Never
PUR,Canoe Slalom,Never
PUR,Surfing,Never
PUR,Canoe Sprint,Never
PUR,Cycling BMX Racing,Never
PUR,Equestrian,Never
PUR,Artistic Swimming,Never
PUR,Cycling Track,Never
PUR,Skateboarding,Never
PUR,Cycling Mountain Bike,Never
PUR,3x3 Basketball,Never
PUR,Cycling BMX Freestyle,Never
PUR,Sport Climbing,Never
PUR,"Marathon Swimming, Swimming",Never
PUR,Breaking,Never
PUR,"Cycling Road, Cycling Track",Never
PUR,"Cycling Road, Cycling Mountain Bike",Never
PUR,"Cycling Road, Triathlon",Never
PUR,"3x3 Basketball, Basketball",Never
UGA,Basketball,Never
UGA,Judo,Never
UGA,Football,Never
UGA,Tug-Of-War,Never
UGA,Athletics,1972.0
UGA,Swimming,Never
UGA,Badminton,Never
UGA,Sailing,Never
UGA,Gymnastics,Never
UGA,Art Competitions,Never
UGA,Handball,Never
UGA,Weightlifting,Never
UGA,Wrestling,Never
UGA,Water Polo,Never
UGA,Hockey,Never
UGA,Rowing,Never
UGA,Fencing,Never
UGA,Equestrianism,Never
UGA,Shooting,Never
UGA,Boxing,1968.0
UGA,Taekwondo,Never
UGA,Cycling,Never
UGA,Diving,Never
UGA,Canoeing,Never
UGA,Tennis,Never
UGA,Modern Pentathlon,Never
UGA,Golf,Never
UGA,Softball,Never
UGA,Archery,Never
UGA,Volleyball,Never
UGA,Synchronized Swimming,Never
UGA,Table Tennis,Never
UGA,Baseball,Never
UGA,Rhythmic Gymnastics,Never
UGA,Rugby Sevens,Never
UGA,Trampolining,Never
UGA,Beach Volleyball,Never
UGA,Triathlon,Never
UGA,Rugby,Never
UGA,Lacrosse,Never
UGA,Polo,Never
UGA,Cricket,Never
UGA,Ice Hockey,Never
UGA,Racquets,Never
UGA,Motorboating,Never
UGA,Croquet,Never
UGA,Figure Skating,Never
UGA,Jeu De Paume,Never
UGA,Roque,Never
UGA,Basque Pelota,Never
UGA,Alpinism,Never
UGA,Aeronautics,Never
UGA,Cycling Road,Never
UGA,Artistic Gymnastics,Never
UGA,Karate,Never
UGA,Baseball/Softball,Never
UGA,Trampoline Gymnastics,Never
UGA,Marathon Swimming,Never
UGA,Canoe Slalom,Never
UGA,Surfing,Never
UGA,Canoe Sprint,Never
UGA,Cycling BMX Racing,Never
UGA,Equestrian,Never
UGA,Artistic Swimming,Never
UGA,Cycling Track,Never
UGA,Skateboarding,Never
UGA,Cycling Mountain Bike,Never
UGA,3x3 Basketball,Never
UGA,Cycling BMX Freestyle,Never
UGA,Sport Climbing,Never
UGA,"Marathon Swimming, Swimming",Never
UGA,Breaking,Never
UGA,"Cycling Road, Cycling Track",Never
UGA,"Cycling Road, Cycling Mountain Bike",Never
UGA,"Cycling Road, Triathlon",Never
UGA,"3x3 Basketball, Basketball",Never
HON,Basketball,Never
HON,Judo,Never
HON,Football,Never
HON,Tug-Of-War,Never
HON,Athletics,Never
HON,Swimming,Never
HON,Badminton,Never
HON,Sailing,Never
HON,Gymnastics,Never
HON,Art Competitions,Never
HON,Handball,Never
HON,Weightlifting,Never
HON,Wrestling,Never
HON,Water Polo,Never
HON,Hockey,Never
HON,Rowing,Never
HON,Fencing,Never
HON,Equestrianism,Never
HON,Shooting,Never
HON,Boxing,Never
HON,Taekwondo,Never
HON,Cycling,Never
HON,Diving,Never
HON,Canoeing,Never
HON,Tennis,Never
HON,Modern Pentathlon,Never
HON,Golf,Never
HON,Softball,Never
HON,Archery,Never
HON,Volleyball,Never
HON,Synchronized Swimming,Never
HON,Table Tennis,Never
HON,Baseball,Never
HON,Rhythmic Gymnastics,Never
HON,Rugby Sevens,Never
HON,Trampolining,Never
HON,Beach Volleyball,Never
HON,Triathlon,Never
HON,Rugby,Never
HON,Lacrosse,Never
HON,Polo,Never
HON,Cricket,Never
HON,Ice Hockey,Never
HON,Racquets,Never
HON,Motorboating,Never
HON,Croquet,Never
HON,Figure Skating,Never
HON,Jeu De Paume,Never
HON,Roque,Never
HON,Basque Pelota,Never
HON,Alpinism,Never
HON,Aeronautics,Never
HON,Cycling Road,Never
HON,Artistic Gymnastics,Never
HON,Karate,Never
HON,Baseball/Softball,Never
HON,Trampoline Gymnastics,Never
HON,Marathon Swimming,Never
HON,Canoe Slalom,Never
HON,Surfing,Never
HON,Canoe Sprint,Never
HON,Cycling BMX Racing,Never
HON,Equestrian,Never
HON,Artistic Swimming,Never
HON,Cycling Track,Never
HON,Skateboarding,Never
HON,Cycling Mountain Bike,Never
HON,3x3 Basketball,Never
HON,Cycling BMX Freestyle,Never
HON,Sport Climbing,Never
HON,"Marathon Swimming, Swimming",Never
HON,Breaking,Never
HON,"Cycling Road, Cycling Track",Never
HON,"Cycling Road, Cycling Mountain Bike",Never
HON,"Cycling Road, Triathlon",Never
HON,"3x3 Basketball, Basketball",Never
ECU,Basketball,Never
ECU,Judo,Never
ECU,Football,Never
ECU,Tug-Of-War,Never
ECU,Athletics,1996.0
ECU,Swimming,Never
ECU,Badminton,Never
ECU,Sailing,Never
ECU,Gymnastics,Never
ECU,Art Competitions,Never
ECU,Handball,Never
ECU,Weightlifting,2020.0
ECU,Wrestling,2024.0
ECU,Water Polo,Never
ECU,Hockey,Never
ECU,Rowing,Never
ECU,Fencing,Never
ECU,Equestrianism,Never
ECU,Shooting,Never
ECU,Boxing,Never
ECU,Taekwondo,Never
ECU,Cycling,Never
ECU,Diving,Never
ECU,Canoeing,Never
ECU,Tennis,Never
ECU,Modern Pentathlon,Never
ECU,Golf,Never
ECU,Softball,Never
ECU,Archery,Never
ECU,Volleyball,Never
ECU,Synchronized Swimming,Never
ECU,Table Tennis,Never
ECU,Baseball,Never
ECU,Rhythmic Gymnastics,Never
ECU,Rugby Sevens,Never
ECU,Trampolining,Never
ECU,Beach Volleyball,Never
ECU,Triathlon,Never
ECU,Rugby,Never
ECU,Lacrosse,Never
ECU,Polo,Never
ECU,Cricket,Never
ECU,Ice Hockey,Never
ECU,Racquets,Never
ECU,Motorboating,Never
ECU,Croquet,Never
ECU,Figure Skating,Never
ECU,Jeu De Paume,Never
ECU,Roque,Never
ECU,Basque Pelota,Never
ECU,Alpinism,Never
ECU,Aeronautics,Never
ECU,Cycling Road,2020.0
ECU,Artistic Gymnastics,Never
ECU,Karate,Never
ECU,Baseball/Softball,Never
ECU,Trampoline Gymnastics,Never
ECU,Marathon Swimming,Never
ECU,Canoe Slalom,Never
ECU,Surfing,Never
ECU,Canoe Sprint,Never
ECU,Cycling BMX Racing,Never
ECU,Equestrian,Never
ECU,Artistic Swimming,Never
ECU,Cycling Track,Never
ECU,Skateboarding,Never
ECU,Cycling Mountain Bike,Never
ECU,3x3 Basketball,Never
ECU,Cycling BMX Freestyle,Never
ECU,Sport Climbing,Never
ECU,"Marathon Swimming, Swimming",Never
ECU,Breaking,Never
ECU,"Cycling Road, Cycling Track",Never
ECU,"Cycling Road, Cycling Mountain Bike",Never
ECU,"Cycling Road, Triathlon",Never
ECU,"3x3 Basketball, Basketball",Never
TKM,Basketball,Never
TKM,Judo,Never
TKM,Football,Never
TKM,Tug-Of-War,Never
TKM,Athletics,Never
TKM,Swimming,Never
TKM,Badminton,Never
TKM,Sailing,Never
TKM,Gymnastics,Never
TKM,Art Competitions,Never
TKM,Handball,Never
TKM,Weightlifting,2020.0
TKM,Wrestling,Never
TKM,Water Polo,Never
TKM,Hockey,Never
TKM,Rowing,Never
TKM,Fencing,Never
TKM,Equestrianism,Never
TKM,Shooting,Never
TKM,Boxing,Never
TKM,Taekwondo,Never
TKM,Cycling,Never
TKM,Diving,Never
TKM,Canoeing,Never
TKM,Tennis,Never
TKM,Modern Pentathlon,Never
TKM,Golf,Never
TKM,Softball,Never
TKM,Archery,Never
TKM,Volleyball,Never
TKM,Synchronized Swimming,Never
TKM,Table Tennis,Never
TKM,Baseball,Never
TKM,Rhythmic Gymnastics,Never
TKM,Rugby Sevens,Never
TKM,Trampolining,Never
TKM,Beach Volleyball,Never
TKM,Triathlon,Never
TKM,Rugby,Never
TKM,Lacrosse,Never
TKM,Polo,Never
TKM,Cricket,Never
TKM,Ice Hockey,Never
TKM,Racquets,Never
TKM,Motorboating,Never
TKM,Croquet,Never
TKM,Figure Skating,Never
TKM,Jeu De Paume,Never
TKM,Roque,Never
TKM,Basque Pelota,Never
TKM,Alpinism,Never
TKM,Aeronautics,Never
TKM,Cycling Road,Never
TKM,Artistic Gymnastics,Never
TKM,Karate,Never
TKM,Baseball/Softball,Never
TKM,Trampoline Gymnastics,Never
TKM,Marathon Swimming,Never
TKM,Canoe Slalom,Never
TKM,Surfing,Never
TKM,Canoe Sprint,Never
TKM,Cycling BMX Racing,Never
TKM,Equestrian,Never
TKM,Artistic Swimming,Never
TKM,Cycling Track,Never
TKM,Skateboarding,Never
TKM,Cycling Mountain Bike,Never
TKM,3x3 Basketball,Never
TKM,Cycling BMX Freestyle,Never
TKM,Sport Climbing,Never
TKM,"Marathon Swimming, Swimming",Never
TKM,Breaking,Never
TKM,"Cycling Road, Cycling Track",Never
TKM,"Cycling Road, Cycling Mountain Bike",Never
TKM,"Cycling Road, Triathlon",Never
TKM,"3x3 Basketball, Basketball",Never
MRI,Basketball,Never
MRI,Judo,Never
MRI,Football,Never
MRI,Tug-Of-War,Never
MRI,Athletics,Never
MRI,Swimming,Never
MRI,Badminton,Never
MRI,Sailing,Never
MRI,Gymnastics,Never
MRI,Art Competitions,Never
MRI,Handball,Never
MRI,Weightlifting,Never
MRI,Wrestling,Never
MRI,Water Polo,Never
MRI,Hockey,Never
MRI,Rowing,Never
MRI,Fencing,Never
MRI,Equestrianism,Never
MRI,Shooting,Never
MRI,Boxing,2008.0
MRI,Taekwondo,Never
MRI,Cycling,Never
MRI,Diving,Never
MRI,Canoeing,Never
MRI,Tennis,Never
MRI,Modern Pentathlon,Never
MRI,Golf,Never
MRI,Softball,Never
MRI,Archery,Never
MRI,Volleyball,Never
MRI,Synchronized Swimming,Never
MRI,Table Tennis,Never
MRI,Baseball,Never
MRI,Rhythmic Gymnastics,Never
MRI,Rugby Sevens,Never
MRI,Trampolining,Never
MRI,Beach Volleyball,Never
MRI,Triathlon,Never
MRI,Rugby,Never
MRI,Lacrosse,Never
MRI,Polo,Never
MRI,Cricket,Never
MRI,Ice Hockey,Never
MRI,Racquets,Never
MRI,Motorboating,Never
MRI,Croquet,Never
MRI,Figure Skating,Never
MRI,Jeu De Paume,Never
MRI,Roque,Never
MRI,Basque Pelota,Never
MRI,Alpinism,Never
MRI,Aeronautics,Never
MRI,Cycling Road,Never
MRI,Artistic Gymnastics,Never
MRI,Karate,Never
MRI,Baseball/Softball,Never
MRI,Trampoline Gymnastics,Never
MRI,Marathon Swimming,Never
MRI,Canoe Slalom,Never
MRI,Surfing,Never
MRI,Canoe Sprint,Never
MRI,Cycling BMX Racing,Never
MRI,Equestrian,Never
MRI,Artistic Swimming,Never
MRI,Cycling Track,Never
MRI,Skateboarding,Never
MRI,Cycling Mountain Bike,Never
MRI,3x3 Basketball,Never
MRI,Cycling BMX Freestyle,Never
MRI,Sport Climbing,Never
MRI,"Marathon Swimming, Swimming",Never
MRI,Breaking,Never
MRI,"Cycling Road, Cycling Track",Never
MRI,"Cycling Road, Cycling Mountain Bike",Never
MRI,"Cycling Road, Triathlon",Never
MRI,"3x3 Basketball, Basketball",Never
SEY,Basketball,Never
SEY,Judo,Never
SEY,Football,Never
SEY,Tug-Of-War,Never
SEY,Athletics,Never
SEY,Swimming,Never
SEY,Badminton,Never
SEY,Sailing,Never
SEY,Gymnastics,Never
SEY,Art Competitions,Never
SEY,Handball,Never
SEY,Weightlifting,Never
SEY,Wrestling,Never
SEY,Water Polo,Never
SEY,Hockey,Never
SEY,Rowing,Never
SEY,Fencing,Never
SEY,Equestrianism,Never
SEY,Shooting,Never
SEY,Boxing,Never
SEY,Taekwondo,Never
SEY,Cycling,Never
SEY,Diving,Never
SEY,Canoeing,Never
SEY,Tennis,Never
SEY,Modern Pentathlon,Never
SEY,Golf,Never
SEY,Softball,Never
SEY,Archery,Never
SEY,Volleyball,Never
SEY,Synchronized Swimming,Never
SEY,Table Tennis,Never
SEY,Baseball,Never
SEY,Rhythmic Gymnastics,Never
SEY,Rugby Sevens,Never
SEY,Trampolining,Never
SEY,Beach Volleyball,Never
SEY,Triathlon,Never
SEY,Rugby,Never
SEY,Lacrosse,Never
SEY,Polo,Never
SEY,Cricket,Never
SEY,Ice Hockey,Never
SEY,Racquets,Never
SEY,Motorboating,Never
SEY,Croquet,Never
SEY,Figure Skating,Never
SEY,Jeu De Paume,Never
SEY,Roque,Never
SEY,Basque Pelota,Never
SEY,Alpinism,Never
SEY,Aeronautics,Never
SEY,Cycling Road,Never
SEY,Artistic Gymnastics,Never
SEY,Karate,Never
SEY,Baseball/Softball,Never
SEY,Trampoline Gymnastics,Never
SEY,Marathon Swimming,Never
SEY,Canoe Slalom,Never
SEY,Surfing,Never
SEY,Canoe Sprint,Never
SEY,Cycling BMX Racing,Never
SEY,Equestrian,Never
SEY,Artistic Swimming,Never
SEY,Cycling Track,Never
SEY,Skateboarding,Never
SEY,Cycling Mountain Bike,Never
SEY,3x3 Basketball,Never
SEY,Cycling BMX Freestyle,Never
SEY,Sport Climbing,Never
SEY,"Marathon Swimming, Swimming",Never
SEY,Breaking,Never
SEY,"Cycling Road, Cycling Track",Never
SEY,"Cycling Road, Cycling Mountain Bike",Never
SEY,"Cycling Road, Triathlon",Never
SEY,"3x3 Basketball, Basketball",Never
TCH,Basketball,Never
TCH,Judo,1980.0
TCH,Football,1964.0
TCH,Tug-Of-War,Never
TCH,Athletics,1932.0
TCH,Swimming,Never
TCH,Badminton,Never
TCH,Sailing,Never
TCH,Gymnastics,1924.0
TCH,Art Competitions,1932.0
TCH,Handball,1972.0
TCH,Weightlifting,1924.0
TCH,Wrestling,1928.0
TCH,Water Polo,Never
TCH,Hockey,1980.0
TCH,Rowing,1952.0
TCH,Fencing,Never
TCH,Equestrianism,1928.0
TCH,Shooting,1956.0
TCH,Boxing,1928.0
TCH,Taekwondo,Never
TCH,Cycling,1956.0
TCH,Diving,1968.0
TCH,Canoeing,1936.0
TCH,Tennis,1920.0
TCH,Modern Pentathlon,1976.0
TCH,Golf,Never
TCH,Softball,Never
TCH,Archery,Never
TCH,Volleyball,1964.0
TCH,Synchronized Swimming,Never
TCH,Table Tennis,Never
TCH,Baseball,Never
TCH,Rhythmic Gymnastics,Never
TCH,Rugby Sevens,Never
TCH,Trampolining,Never
TCH,Beach Volleyball,Never
TCH,Triathlon,Never
TCH,Rugby,Never
TCH,Lacrosse,Never
TCH,Polo,Never
TCH,Cricket,Never
TCH,Ice Hockey,1920.0
TCH,Racquets,Never
TCH,Motorboating,Never
TCH,Croquet,Never
TCH,Figure Skating,Never
TCH,Jeu De Paume,Never
TCH,Roque,Never
TCH,Basque Pelota,Never
TCH,Alpinism,Never
TCH,Aeronautics,Never
TCH,Cycling Road,Never
TCH,Artistic Gymnastics,Never
TCH,Karate,Never
TCH,Baseball/Softball,Never
TCH,Trampoline Gymnastics,Never
TCH,Marathon Swimming,Never
TCH,Canoe Slalom,Never
TCH,Surfing,Never
TCH,Canoe Sprint,Never
TCH,Cycling BMX Racing,Never
TCH,Equestrian,Never
TCH,Artistic Swimming,Never
TCH,Cycling Track,Never
TCH,Skateboarding,Never
TCH,Cycling Mountain Bike,Never
TCH,3x3 Basketball,Never
TCH,Cycling BMX Freestyle,Never
TCH,Sport Climbing,Never
TCH,"Marathon Swimming, Swimming",Never
TCH,Breaking,Never
TCH,"Cycling Road, Cycling Track",Never
TCH,"Cycling Road, Cycling Mountain Bike",Never
TCH,"Cycling Road, Triathlon",Never
TCH,"3x3 Basketball, Basketball",Never
LUX,Basketball,Never
LUX,Judo,Never
LUX,Football,Never
LUX,Tug-Of-War,Never
LUX,Athletics,1900.0
LUX,Swimming,Never
LUX,Badminton,Never
LUX,Sailing,Never
LUX,Gymnastics,Never
LUX,Art Competitions,1924.0
LUX,Handball,Never
LUX,Weightlifting,1920.0
LUX,Wrestling,Never
LUX,Water Polo,Never
LUX,Hockey,Never
LUX,Rowing,Never
LUX,Fencing,Never
LUX,Equestrianism,Never
LUX,Shooting,Never
LUX,Boxing,Never
LUX,Taekwondo,Never
LUX,Cycling,Never
LUX,Diving,Never
LUX,Canoeing,Never
LUX,Tennis,Never
LUX,Modern Pentathlon,Never
LUX,Golf,Never
LUX,Softball,Never
LUX,Archery,Never
LUX,Volleyball,Never
LUX,Synchronized Swimming,Never
LUX,Table Tennis,Never
LUX,Baseball,Never
LUX,Rhythmic Gymnastics,Never
LUX,Rugby Sevens,Never
LUX,Trampolining,Never
LUX,Beach Volleyball,Never
LUX,Triathlon,Never
LUX,Rugby,Never
LUX,Lacrosse,Never
LUX,Polo,Never
LUX,Cricket,Never
LUX,Ice Hockey,Never
LUX,Racquets,Never
LUX,Motorboating,Never
LUX,Croquet,Never
LUX,Figure Skating,Never
LUX,Jeu De Paume,Never
LUX,Roque,Never
LUX,Basque Pelota,Never
LUX,Alpinism,Never
LUX,Aeronautics,Never
LUX,Cycling Road,Never
LUX,Artistic Gymnastics,Never
LUX,Karate,Never
LUX,Baseball/Softball,Never
LUX,Trampoline Gymnastics,Never
LUX,Marathon Swimming,Never
LUX,Canoe Slalom,Never
LUX,Surfing,Never
LUX,Canoe Sprint,Never
LUX,Cycling BMX Racing,Never
LUX,Equestrian,Never
LUX,Artistic Swimming,Never
LUX,Cycling Track,Never
LUX,Skateboarding,Never
LUX,Cycling Mountain Bike,Never
LUX,3x3 Basketball,Never
LUX,Cycling BMX Freestyle,Never
LUX,Sport Climbing,Never
LUX,"Marathon Swimming, Swimming",Never
LUX,Breaking,Never
LUX,"Cycling Road, Cycling Track",Never
LUX,"Cycling Road, Cycling Mountain Bike",Never
LUX,"Cycling Road, Triathlon",Never
LUX,"3x3 Basketball, Basketball",Never
MTN,Basketball,Never
MTN,Judo,Never
MTN,Football,Never
MTN,Tug-Of-War,Never
MTN,Athletics,Never
MTN,Swimming,Never
MTN,Badminton,Never
MTN,Sailing,Never
MTN,Gymnastics,Never
MTN,Art Competitions,Never
MTN,Handball,Never
MTN,Weightlifting,Never
MTN,Wrestling,Never
MTN,Water Polo,Never
MTN,Hockey,Never
MTN,Rowing,Never
MTN,Fencing,Never
MTN,Equestrianism,Never
MTN,Shooting,Never
MTN,Boxing,Never
MTN,Taekwondo,Never
MTN,Cycling,Never
MTN,Diving,Never
